"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Apr 08 20:03:35 GMT 2024","Mon Apr 08 20:03:42 GMT 2024","6399","","Validate Contact Us Page","","","","Validate Contact Us",""
"passed","Mon Apr 08 20:03:48 GMT 2024","Mon Apr 08 20:03:49 GMT 2024","887","","Validate Landing Page","","","","Validate home page",""
