"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Apr 08 19:52:30 GMT 2024","Mon Apr 08 19:52:37 GMT 2024","6651","","Validate Contact Us Page","","","","Validate Contact Us",""
"passed","Mon Apr 08 19:52:43 GMT 2024","Mon Apr 08 19:52:43 GMT 2024","794","","Validate Landing Page","","","","Validate home page",""
